2016-02-03T00:00:00;75;100;0;1;0
2016-02-03T00:15:00;98;100;0;1;0
2016-02-03T00:30:00;122;100;0;1;0
2016-02-03T00:45:00;145;100;0;1;0
2016-02-03T01:00:00;169;100;0;1;0
2016-02-03T01:15:00;145;100;0;1;0
2016-02-03T01:30:00;122;100;0;1;0
2016-02-03T01:45:00;98;100;0;1;0
2016-02-03T02:00:00;75;100;0;1;0
2016-02-03T02:15:00;220;100;0;1;0
2016-02-03T02:30:00;366;100;0;1;0
2016-02-03T02:45:00;511;100;0;1;0
2016-02-03T03:00:00;656;100;0;1;0
2016-02-03T03:15:00;656;100;0;1;0
2016-02-03T03:30:00;656;100;0;1;0
2016-02-03T03:45:00;656;100;0;1;0
2016-02-03T04:00:00;656;100;0;1;0
2016-02-03T04:15:00;502;100;0;1;0
2016-02-03T04:30:00;347;100;0;1;0
2016-02-03T04:45:00;192;100;0;1;0
2016-02-03T05:00:00;38;100;0;1;0
2016-02-03T05:15:00;80;100;0;1;0
2016-02-03T05:30:00;122;100;0;1;0
2016-02-03T05:45:00;164;100;0;1;0
2016-02-03T06:00:00;206;100;0;1;0
2016-02-03T06:15:00;155;100;0;1;0
2016-02-03T06:30:00;103;100;0;1;0
2016-02-03T06:45:00;52;100;0;1;0
2016-02-03T07:00:00;0;100;0;1;0
2016-02-03T07:15:00;42;100;0;1;0
2016-02-03T07:30:00;84;100;0;1;0
2016-02-03T07:45:00;127;100;0;1;0
2016-02-03T08:00:00;169;100;0;1;0
2016-02-03T08:15:00;127;100;0;1;0
2016-02-03T08:30:00;84;100;0;1;0
2016-02-03T08:45:00;42;100;0;1;0
2016-02-03T09:00:00;0;100;0;1;0
2016-02-03T09:15:00;0;100;0;1;0
2016-02-03T09:30:00;0;100;0;1;0
2016-02-03T09:45:00;0;100;0;1;0
2016-02-03T10:00:00;0;100;0;1;0
2016-02-03T10:15:00;0;100;0;1;0
2016-02-03T10:30:00;0;100;0;1;0
2016-02-03T10:45:00;0;100;0;1;0
2016-02-03T11:00:00;0;100;0;1;0
2016-02-03T11:15:00;0;100;0;1;0
2016-02-03T11:30:00;0;100;0;1;0
2016-02-03T11:45:00;0;100;0;1;0
2016-02-03T12:00:00;0;100;0;1;0
2016-02-03T12:15:00;0;100;0;1;0
2016-02-03T12:30:00;0;100;0;1;0
2016-02-03T12:45:00;0;100;0;1;0
2016-02-03T13:00:00;0;100;0;1;0
2016-02-03T13:15:00;0;100;0;1;0
2016-02-03T13:30:00;0;100;0;1;0
2016-02-03T13:45:00;0;100;0;1;0
2016-02-03T14:00:00;0;100;0;1;0
2016-02-03T14:15:00;9;100;0;1;0
2016-02-03T14:30:00;19;100;0;1;0
2016-02-03T14:45:00;28;100;0;1;0
2016-02-03T15:00:00;38;100;0;1;0
2016-02-03T15:15:00;89;100;0;1;0
2016-02-03T15:30:00;141;100;0;1;0
2016-02-03T15:45:00;192;100;0;1;0
2016-02-03T16:00:00;244;100;0;1;0
2016-02-03T16:15:00;234;100;0;1;0
2016-02-03T16:30:00;225;100;0;1;0
2016-02-03T16:45:00;216;100;0;1;0
2016-02-03T17:00:00;206;100;0;1;0
2016-02-03T17:15:00;173;100;0;1;0
2016-02-03T17:30:00;141;100;0;1;0
2016-02-03T17:45:00;108;100;0;1;0
2016-02-03T18:00:00;75;100;0;1;0
2016-02-03T18:15:00;220;100;0;1;0
2016-02-03T18:30:00;366;100;0;1;0
2016-02-03T18:45:00;511;100;0;1;0
2016-02-03T19:00:00;656;100;0;1;0
2016-02-03T19:15:00;595;100;0;1;0
2016-02-03T19:30:00;534;100;0;1;0
2016-02-03T19:45:00;473;100;0;1;0
2016-02-03T20:00:00;413;100;0;1;0
2016-02-03T20:15:00;328;100;0;1;0
2016-02-03T20:30:00;244;100;0;1;0
2016-02-03T20:45:00;159;100;0;1;0
2016-02-03T21:00:00;75;100;0;1;0
2016-02-03T21:15:00;56;100;0;1;0
2016-02-03T21:30:00;38;100;0;1;0
2016-02-03T21:45:00;19;100;0;1;0
2016-02-03T22:00:00;0;100;0;1;0
2016-02-03T22:15:00;0;100;0;1;0
2016-02-03T22:30:00;0;100;0;1;0
2016-02-03T22:45:00;0;100;0;1;0
2016-02-03T23:00:00;0;100;0;1;0
2016-02-03T23:15:00;19;100;0;1;0
2016-02-03T23:30:00;38;100;0;1;0
2016-02-03T23:45:00;56;100;0;1;0
